hex_id,y_mean_kcal_ha,count,proj_x,proj_y,lon,lat
13806.0,2814284032.0,1857.0,1712708.687106716,1329977.6665292569,17.277867855883642,10.780831867402503
13807.0,2023096704.0,1857.0,1712708.687106716,1479977.6665292569,17.32379909982477,12.003268761912423
13808.0,537522304.0,1857.0,1712708.687106716,1629977.6665292569,17.375063659995472,13.227830038873511
13809.0,0.0,1894.0,1712708.687106716,1779977.6665292569,17.431799868533123,14.45474755036459
13810.0,0.0,1857.0,1712708.687106716,1929977.6665292569,17.494163348987126,15.684258206189702
13811.0,0.0,1858.0,1712708.687106716,2079977.6665292569,17.56232825794281,16.916604571491224
13812.0,0.0,1858.0,1712708.687106716,2229977.666529257,17.636488710489726,18.152035504086275
13813.0,15018650.0,1857.0,1712708.687106716,2379977.666529257,17.716860413522202,19.390806837153743
13814.0,843610.0625,1857.0,1712708.687106716,2529977.666529257,17.80368253529638,20.633182113605006
13815.0,0.0,1894.0,1712708.687106716,2679977.666529257,17.897219844959746,21.87943337930295
13816.0,0.0,1856.0,1712708.687106716,2829977.666529257,17.99776516211679,23.129842043276152
13817.0,0.0,1856.0,1712708.687106716,2979977.666529257,18.105642164149085,24.38469981423655
13818.0,0.0,1856.0,1712708.687106716,3129977.666529257,18.221208608287593,25.644309724085705
13819.0,0.0,1856.0,1712708.687106716,3279977.666529257,18.344860036744013,26.908987250731926
13820.0,0.0,1856.0,1712708.687106716,3429977.666529257,18.477034047063363,28.179061554493355
13821.0,0.0,1894.0,1712708.687106716,3579977.666529257,18.61821522692741,29.45487684469958
13822.0,19303706.0,578.0,1712708.687106716,3729977.666529257,18.76894087378053,30.73679389591443
13823.0,2142649344.0,7.0,1712708.687106716,3879977.666529257,18.92980764599121,32.02519173659522
13827.0,7859398144.0,1.0,1712708.687106716,4479977.666529257,19.689171060076763,37.25192296791561
13828.0,6771311104.0,293.0,1712708.687106716,4629977.666529257,19.91239720538541,38.579195313481364
13829.0,8198375424.0,1298.0,1712708.687106716,4779977.666529257,20.151136402371275,39.915730233017136
13830.0,8011842048.0,1772.0,1712708.687106716,4929977.666529257,20.406716398910795,41.2621034969555
13831.0,8196405248.0,1857.0,1712708.687106716,5079977.666529257,20.680645105635463,42.61893349245449
13832.0,8988086272.0,1857.0,1712708.687106716,5229977.666529257,20.97464229424348,43.986886614804206
13833.0,8401594880.0,1857.0,1712708.687106716,5379977.666529257,21.290678437343757,45.36668355678924
13834.0,8121726976.0,1895.0,1712708.687106716,5529977.666529257,21.631022667046924,46.759106690944115
13835.0,8388815872.0,1858.0,1712708.687106716,5679977.666529257,21.99830248933959,48.16500879216476
13836.0,8759042048.0,1857.0,1712708.687106716,5829977.666529257,22.39557881217608,49.585323417857715
13837.0,8982634496.0,1857.0,1712708.687106716,5979977.666529257,22.826441148274732,51.021077356435654
13838.0,8942875648.0,1857.0,1712708.687106716,6129977.666529257,23.295129725137244,52.473405682303365
13839.0,8399223296.0,1857.0,1712708.687106716,6279977.666529257,23.806693966974358,53.94357013107161
13840.0,8429835264.0,1894.0,1712708.687106716,6429977.666529257,24.367200873610972,55.43298175456676
13841.0,8111447040.0,1711.0,1712708.687106716,6579977.666529257,24.984012975466953,56.9432291651551
13842.0,7575721984.0,1794.0,1712708.687106716,6729977.666529257,25.66616507576942,58.47611418632196
13843.0,6942568448.0,919.0,1712708.687106716,6879977.666529257,26.424884116703943,60.033697477422855
13844.0,6847654912.0,1857.0,1712708.687106716,7029977.666529257,27.274321165859682,61.61835783770042
13845.0,3455280384.0,1857.0,1712708.687106716,7179977.666529257,28.232605968168446,63.232870661644824
13846.0,1747806592.0,1895.0,1712708.687106716,7329977.666529257,29.32340663609253,64.88051384498735
13847.0,429302240.0,1857.0,1712708.687106716,7479977.666529257,30.578307661302865,66.56521411863552
